Unnamed: 0,Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Name,0,1,2,3,4,5,6,7,8,9,10,11,12
746,FluencyBank,173,28,1891840,1939840,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_173_28,-282.09155,96.08022,-7.062601,7.228349,2.0639646,-18.909746,-16.7485,-3.3990254,-6.3665357,-7.6488633,-2.4541256,-10.5825815,-11.261374
747,FluencyBank,173,29,1918080,1966080,0,0,0,0,0,0,0,0,3,3,0,0,FluencyBank_173_29,-293.04312,90.22048,2.6877668,20.885021,-6.8597884,-16.975039,-13.946131,-7.391648,-12.4574,-10.560935,-4.088476,-8.569185,-8.477209
748,FluencyBank,173,30,1966080,2014080,0,0,3,0,1,0,0,0,0,0,0,0,FluencyBank_173_30,-293.49112,43.15081,18.076368,18.222427,16.755873,-11.463205,-9.897354,-11.326358,-2.0532205,-9.969988,-9.629925,-9.755983,-5.0902143
749,FluencyBank,173,31,2074240,2122240,0,0,0,0,0,2,0,0,1,0,0,0,FluencyBank_173_31,-285.86414,98.29782,-3.1705604,17.187052,3.2696693,-19.381514,-17.334352,-4.764883,-6.2329516,-9.7839365,-5.8092146,-10.008852,-7.683956
750,FluencyBank,173,32,2109120,2157120,0,0,0,2,0,0,0,0,1,0,0,0,FluencyBank_173_32,-326.79526,107.281746,1.3677199,16.316181,4.9963274,-8.3575735,-13.094351,-7.346549,-4.7758937,-7.227633,-10.28696,-7.552262,-5.755001
751,FluencyBank,173,33,2117440,2165440,0,0,0,2,0,0,0,0,1,0,0,0,FluencyBank_173_33,-324.00153,108.57266,0.35760063,16.174753,2.4351351,-9.657583,-13.160074,-8.314635,-5.368812,-7.122523,-10.358783,-8.246586,-6.5027013
752,FluencyBank,173,34,185600,233600,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_173_34,-272.04395,107.36796,-17.992626,26.43406,-7.4989495,-11.492845,-18.705772,-9.697323,-8.542431,-5.29784,-9.2964,-7.986532,-14.805664
753,FluencyBank,173,35,213120,261120,0,0,0,2,1,0,0,0,0,1,0,0,FluencyBank_173_35,-343.61795,90.071526,15.435131,17.546894,-2.2910419,-2.3788095,-11.926475,-2.5829628,-11.475808,-5.31601,-11.946613,-7.0368557,-11.010652
754,FluencyBank,173,36,2144000,2192000,0,0,0,0,0,0,0,1,3,1,0,0,FluencyBank_173_36,-341.15842,117.97061,4.1217065,18.297335,-4.6408973,-9.673199,-9.691843,-4.952987,-6.518684,-7.3881383,-10.446077,-10.151061,-11.292498
755,FluencyBank,173,37,2158400,2206400,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_173_37,-337.14587,116.45059,-3.1361365,20.585535,-7.6251616,-6.0501676,-6.9942484,-2.8667655,-6.6440687,-6.309899,-10.616638,-10.770526,-11.242064
756,FluencyBank,173,38,2180480,2228480,0,0,0,1,0,0,0,1,2,0,0,0,FluencyBank_173_38,-293.68494,108.87356,-5.906404,13.371808,-11.850149,-6.0213175,-13.039884,-9.539231,-10.22132,-4.70711,-9.4502735,-8.992923,-8.825481
757,FluencyBank,173,39,2194720,2242720,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_173_39,-265.467,98.717865,-5.5369854,16.42518,-10.463821,-10.725743,-17.660666,-15.350052,-13.543162,-4.411454,-8.545763,-7.903705,-9.294683
758,FluencyBank,173,40,2368480,2416480,0,0,0,2,2,0,0,0,0,0,0,0,FluencyBank_173_40,-281.68323,94.01674,4.1998944,27.796291,4.8871517,-25.44321,-16.957912,-10.012157,-10.122015,-16.882528,-6.8769026,-8.398223,-8.4424715
759,FluencyBank,173,41,2394720,2442720,0,0,0,2,2,0,0,1,0,0,0,0,FluencyBank_173_41,-291.92087,90.333275,6.2137556,28.636164,14.391497,-19.2209,-19.369987,-12.319333,-7.085801,-22.501072,-6.7606344,-6.704706,-9.752812
760,FluencyBank,173,42,2438880,2486880,0,0,3,0,0,0,0,0,0,0,0,0,FluencyBank_173_42,-270.651,99.97431,2.1932807,5.6929693,1.9550825,-12.885534,-17.212875,-15.510635,-8.157158,-9.230073,-3.908679,-9.88236,-9.444503
761,FluencyBank,173,43,2462560,2510560,0,0,0,1,0,0,0,2,2,2,0,0,FluencyBank_173_43,-301.14093,114.10954,-5.4043245,18.46947,-11.991454,-6.300411,-9.8937845,-10.652426,-11.624278,-6.1864123,-10.970775,-10.6737385,-9.777616
762,FluencyBank,173,44,2474560,2522560,0,0,0,0,0,0,0,2,3,1,0,0,FluencyBank_173_44,-286.55328,104.823875,-7.594062,25.325848,-15.449161,-8.308289,-10.884772,-10.886236,-11.613235,-7.1045427,-11.694119,-10.334709,-10.165935
763,FluencyBank,173,45,2519680,2567680,0,0,0,0,0,0,0,1,3,1,0,0,FluencyBank_173_45,-284.913,104.30656,-7.7964716,17.523155,-2.410919,-12.585886,-21.244532,-7.212219,-7.309428,-6.699624,-10.745382,-9.792984,-10.113013
764,FluencyBank,173,46,2582560,2630560,0,0,1,1,0,0,0,0,1,0,0,0,FluencyBank_173_46,-308.51788,99.85365,11.126525,16.43018,3.555314,-6.8148136,-14.956816,-2.3461158,-9.7584,-8.92787,-8.21993,-12.127428,-4.064317
765,FluencyBank,173,47,2618720,2666720,0,0,1,0,0,0,0,3,2,0,0,0,FluencyBank_173_47,-327.7619,111.45178,9.91824,14.925175,3.3346457,-1.3595883,-9.559305,-11.505898,-9.926286,-7.851713,-10.472586,-7.1667085,-9.381205
766,FluencyBank,173,48,2660640,2708640,0,0,0,0,0,2,0,2,1,0,0,0,FluencyBank_173_48,-270.09778,109.16552,-10.136203,6.983501,1.574821,-13.634507,-15.1044235,-6.293879,-10.644557,-11.907531,-4.9245253,-10.634454,-7.6270323
767,FluencyBank,173,49,236320,284320,0,0,0,1,0,1,0,2,2,1,0,0,FluencyBank_173_49,-333.21924,99.29567,3.384803,14.127603,-6.646492,-1.8726128,-9.861341,-6.63219,-8.114237,-6.6544833,-13.161466,-7.3348575,-11.431566
768,FluencyBank,173,50,2718400,2766400,0,0,0,2,1,0,0,0,0,0,0,0,FluencyBank_173_50,-302.5284,127.440544,-1.6507182,5.6002164,3.0773842,-4.812468,-24.351723,-17.026419,-7.559303,-14.090015,-3.679763,-5.2083235,-9.1549635
769,FluencyBank,173,51,2756800,2804800,0,0,0,0,0,3,0,3,0,0,0,0,FluencyBank_173_51,-309.91187,123.53215,9.154905,-5.6983156,-13.649006,-4.9009323,-2.2819345,-13.604661,-5.9598446,-8.822172,-2.4517422,-6.957711,-12.830652
770,FluencyBank,173,52,2807360,2855360,0,0,1,1,1,3,0,0,0,0,0,0,FluencyBank_173_52,-257.70856,120.38331,-24.947454,-10.5068245,-3.5178132,-9.157588,-12.349844,-8.07635,-5.063143,-4.535098,-3.8678048,-14.730283,-12.545511
771,FluencyBank,173,53,2829920,2877920,0,0,0,0,0,3,0,1,0,0,0,0,FluencyBank_173_53,-237.15942,111.32078,-23.647383,-12.353779,0.68128335,-11.970137,-14.802871,-13.14119,-6.6055017,-8.905787,-2.3346112,-13.711628,-11.241165
772,FluencyBank,173,54,3251200,3299200,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_173_54,-293.6538,101.536095,1.2309668,14.186707,-2.5807507,-10.829264,-15.287547,-12.655646,-7.8355317,-3.8103034,-10.087377,-11.363594,-7.404501
773,FluencyBank,173,55,3272320,3320320,0,0,0,2,1,1,0,0,0,1,0,0,FluencyBank_173_55,-281.6635,104.68483,3.974923,15.882751,10.128733,-16.70604,-21.723566,-18.362783,-8.893643,-13.11384,-12.491142,-9.811337,-7.3110657
774,FluencyBank,173,56,3281600,3329600,0,0,0,2,1,0,0,0,0,0,0,0,FluencyBank_173_56,-281.3559,109.44655,-1.6402093,19.020447,11.268044,-16.944714,-24.386166,-21.388332,-9.807379,-16.651764,-10.549915,-7.1469045,-6.156442
775,FluencyBank,173,57,3337760,3385760,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_173_57,-297.097,106.30826,3.1629794,7.448426,-0.6002147,-10.68756,-11.705059,-11.713548,-7.0275517,-9.70204,-4.787135,-9.753049,-11.345822
776,FluencyBank,173,58,3437760,3485760,0,0,0,2,0,3,0,0,0,0,0,0,FluencyBank_173_58,-257.33182,108.4064,-11.466089,16.785667,-1.7225616,-26.84564,-16.214394,-13.709543,-9.282725,-13.557646,-13.063929,-6.2773705,-5.6434007
777,FluencyBank,173,59,3460320,3508320,0,0,0,1,0,0,0,0,2,0,0,0,FluencyBank_173_59,-271.13412,107.18031,-5.589346,12.604812,-1.4778801,-15.947381,-18.01093,-19.847155,-9.572521,-12.94667,-9.416967,-12.566753,-7.627689
778,FluencyBank,173,60,3516960,3564960,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_173_60,-279.0855,120.90186,-10.505727,12.418205,-2.7568674,-20.068245,-18.074469,-8.943732,-11.411841,-11.125362,-7.434582,-10.979701,-10.02791
779,FluencyBank,173,61,3538880,3586880,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_173_61,-325.02213,115.855835,7.732711,25.787395,-0.19330268,-10.134925,-8.95549,-0.6846768,-10.002937,-7.1341853,-11.873259,-11.19527,-13.894945
780,FluencyBank,173,62,3729920,3777920,0,0,0,0,0,0,0,2,3,0,0,0,FluencyBank_173_62,-227.14075,122.20746,-10.535436,14.451895,-6.1430087,-10.969309,-17.157541,-15.275745,-12.241006,-7.3957877,-9.492707,-13.535257,-12.496937
781,FluencyBank,173,63,3751680,3799680,0,0,0,1,0,3,0,3,0,0,0,0,FluencyBank_173_63,-241.63309,116.49403,-6.998706,24.936249,-4.7165046,-11.721852,-10.3525505,-15.60312,-15.382728,-11.103065,-7.040068,-11.939809,-13.300046
782,FluencyBank,173,64,3949760,3997760,0,0,0,1,2,2,0,1,0,0,0,0,FluencyBank_173_64,-226.66739,94.99729,10.007644,11.530797,1.5547351,-17.343817,-16.888433,-13.623902,-6.4649158,-9.498987,-8.649925,-10.539617,-11.201555
783,FluencyBank,173,65,3972480,4020480,0,0,0,1,3,0,0,1,0,1,0,0,FluencyBank_173_65,-256.08643,94.72271,7.6276464,8.3269,6.678384,-7.2796206,-11.018375,-11.036965,-1.4381754,-7.390343,-10.070163,-9.511181,-7.7466807
784,FluencyBank,173,66,3990240,4038240,0,0,1,2,2,0,0,1,0,0,0,0,FluencyBank_173_66,-234.50565,76.43755,12.0120535,6.878601,11.307767,-11.836566,-12.404264,-11.989398,-0.5304126,-8.410044,-8.148121,-10.689968,-5.552778
785,FluencyBank,173,67,263520,311520,0,0,1,0,0,0,0,3,3,0,0,0,FluencyBank_173_67,-351.39606,85.68679,4.841246,16.81747,-0.5358718,4.6036887,-7.294311,-6.3368554,-7.8419385,-4.6197596,-11.164472,-7.777613,-12.677927
786,FluencyBank,173,68,4189280,4237280,0,0,0,0,0,0,0,0,3,3,0,0,FluencyBank_173_68,-247.83273,104.146545,10.248705,20.903172,-3.3236334,-15.553003,-11.536003,-16.72985,-10.839787,-9.974702,-10.952497,-4.141084,-10.604833
787,FluencyBank,173,69,4210720,4258720,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_173_69,-273.14224,124.68778,-1.5859354,16.621141,-5.1113334,-9.718153,-16.21598,-9.171218,-6.006382,-10.034557,-9.8037815,-4.4478664,-13.352845
788,FluencyBank,173,70,4235040,4283040,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_173_70,-286.79507,132.79211,-3.9472632,17.094702,-5.0616393,-9.059684,-15.569267,-2.884577,-6.9539742,-9.036943,-11.519624,-6.921423,-13.864563
789,FluencyBank,173,71,4300480,4348480,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_173_71,-219.43956,113.75392,-11.778544,21.777676,-10.903944,-21.829838,-11.790936,-11.521036,-8.907281,-9.734477,-8.801401,-11.714113,-12.975859
792,FluencyBank,173,74,299680,347680,0,0,3,1,2,0,0,1,0,0,0,0,FluencyBank_173_74,-304.84348,61.46662,6.527332,14.458951,10.075159,-9.250311,-11.748225,-8.451832,-5.513286,-10.489298,-7.652821,-7.286605,-5.386299
793,FluencyBank,173,75,335040,383040,0,0,0,2,1,1,0,0,0,1,0,0,FluencyBank_173_75,-286.23294,91.79023,-5.7965574,12.682036,3.0420675,-15.3023,-14.717084,-10.922615,-9.643834,-9.256663,-5.2870317,-9.156202,-11.555964
794,FluencyBank,173,76,359680,407680,0,0,0,1,0,0,0,0,2,1,0,0,FluencyBank_173_76,-293.317,100.10308,-0.82036406,10.95537,-3.3301964,-14.294416,-14.822298,-12.262092,-11.699769,-7.3147817,-3.296462,-13.457506,-12.650311
795,FluencyBank,173,77,563040,611040,0,0,0,1,1,2,0,2,0,1,0,0,FluencyBank_173_77,-287.16388,99.71844,6.657277,19.87447,1.2457882,-17.36384,-17.773508,-12.151763,-14.332272,-15.241832,-8.929331,-9.546603,-13.309162
796,FluencyBank,173,78,585920,633920,0,0,0,0,1,2,0,2,0,0,0,0,FluencyBank_173_78,-281.33664,105.64718,-0.5764322,12.747926,-3.1463137,-15.091154,-14.650198,-11.654365,-16.091385,-14.206108,-9.5527,-8.855677,-12.85754
797,FluencyBank,178,0,0,42080,0,0,3,0,0,0,0,0,0,1,0,0,FluencyBank_178_0,-291.8761,38.93647,14.192646,15.043669,-7.683657,4.6167765,-12.952664,-4.740799,-10.6978855,1.0752523,-7.9231443,-7.9333405,-7.980774
798,FluencyBank,178,1,7204000,7252000,0,0,1,0,0,0,0,0,2,0,0,0,FluencyBank_178_1,-343.68695,107.36745,-10.156073,21.814331,-5.6883326,-5.1856723,-8.873483,-11.37039,-8.0298815,-7.6423864,-12.734666,-7.0468807,-11.925447
799,FluencyBank,178,2,7224480,7272480,0,0,0,0,0,0,0,2,3,0,0,0,FluencyBank_178_2,-318.56085,110.416214,-15.675753,29.06309,-5.1497617,-8.829919,-16.168158,-18.281628,-4.682973,-11.678564,-16.411673,-2.9993732,-11.76564
800,FluencyBank,178,3,7266880,7314880,0,0,0,0,0,0,0,1,3,0,0,0,FluencyBank_178_3,-342.8239,94.49228,5.4323206,26.741549,-0.50497967,-4.0855026,-10.544203,-14.191956,-7.5147038,-9.067947,-15.504075,-4.301198,-11.786203
801,FluencyBank,178,4,7292800,7340800,0,0,0,1,0,0,0,2,2,2,0,0,FluencyBank_178_4,-348.25153,96.663536,5.1761227,20.398073,-0.30817726,0.5867494,-12.718891,-11.263116,-7.5418563,-8.290254,-12.015098,-2.739615,-12.607985
802,FluencyBank,178,5,7340800,7388800,0,0,0,1,0,1,0,1,2,0,0,0,FluencyBank_178_5,-352.03882,100.982315,-1.242288,26.186136,2.6838732,-1.9119011,-17.479628,-14.31939,-4.0746326,-9.245523,-15.201623,-3.1121852,-12.222226
803,FluencyBank,178,6,7373600,7421600,0,0,0,0,0,1,0,2,2,0,0,0,FluencyBank_178_6,-335.91177,112.3815,-12.433618,19.464806,-3.6946795,-4.666136,-16.146929,-13.406725,-4.734097,-8.617792,-13.578915,-4.5158796,-11.033254
804,FluencyBank,178,7,7429600,7477600,0,0,1,0,0,0,0,0,2,0,0,0,FluencyBank_178_7,-332.99203,100.913536,-8.884083,21.83372,-2.0196266,-4.0290804,-16.454994,-13.8002,-5.8887477,-8.110259,-12.955211,-2.0824864,-8.848529
805,FluencyBank,178,8,7462720,7510720,0,0,1,0,0,0,0,3,2,0,0,0,FluencyBank_178_8,-391.76862,102.53568,6.234258,18.289873,0.7802394,3.1305828,-9.089934,-6.1483655,-6.1795473,-5.524288,-8.6509075,-3.9194508,-11.532712
806,FluencyBank,178,9,7490880,7538880,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_178_9,-335.31085,96.63075,-1.641542,28.73893,-2.074334,-11.389107,-15.260348,-11.341984,-3.1068544,-14.540807,-13.6713295,0.30199212,-11.385344
807,FluencyBank,178,10,7527520,7575520,0,0,0,0,0,0,0,1,3,0,0,0,FluencyBank_178_10,-365.8549,94.65137,11.941334,21.64443,0.2714647,1.5799488,-13.840097,-9.938179,-5.120734,-6.1178594,-12.007755,-3.4732182,-9.09428
808,FluencyBank,178,11,7564160,7612160,0,0,0,0,0,0,0,0,3,2,0,0,FluencyBank_178_11,-403.42053,98.17831,13.273275,22.08491,3.0568743,5.433526,-7.4848886,-2.5968158,-7.3295217,-3.6985533,-9.836423,-5.4417477,-10.507
809,FluencyBank,178,12,7601760,7649760,0,0,3,0,0,0,0,0,0,0,0,0,FluencyBank_178_12,-380.40393,118.97153,20.24621,26.337194,-2.220843,-8.020913,-15.819006,-8.275432,-12.253328,-1.8694123,-9.334634,-9.722369,-14.626258
810,FluencyBank,178,13,7956960,8004960,0,0,0,0,3,0,0,0,0,0,0,0,FluencyBank_178_13,-345.9248,110.25532,4.986325,30.48923,1.4629387,-5.2865386,-12.876839,-9.223088,-12.8863125,-4.271896,-12.249867,-6.579204,-10.58907
811,FluencyBank,178,14,7986880,8034880,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_178_14,-394.46,102.35664,13.830165,23.614315,3.586018,3.3532443,-9.412924,-3.571489,-7.719893,-5.5897303,-10.148073,-5.267655,-11.1065855
812,FluencyBank,178,15,8019200,8067200,0,0,0,1,0,0,0,0,2,3,0,0,FluencyBank_178_15,-373.122,94.3439,13.761865,20.857557,4.692434,-4.266325,-13.081801,-6.791179,-8.527998,-8.621034,-12.229367,-3.1626234,-12.517592
813,FluencyBank,178,16,941440,989440,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_178_16,-343.55667,112.080086,0.15790279,8.870535,-2.7242694,-0.84474623,-13.141469,-16.303644,-10.106457,-4.201038,-11.354815,-4.4180984,-11.32472
814,FluencyBank,178,17,8045920,8093920,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_178_17,-358.06607,105.98832,2.6744096,16.719973,3.203163,-2.5104837,-14.2158575,-11.064202,-8.655376,-6.2197995,-13.004391,-5.2014513,-13.075249
815,FluencyBank,178,18,8078720,8126720,0,0,1,0,0,1,0,3,2,1,0,0,FluencyBank_178_18,-338.0128,115.02675,2.0581594,7.381983,-10.1439705,-1.6320611,-11.180721,-15.668891,-9.833867,-7.2971377,-14.055632,-4.1630287,-12.697481
816,FluencyBank,178,19,8121600,8169600,0,0,0,0,0,0,0,2,3,1,0,0,FluencyBank_178_19,-346.19162,106.64747,0.81692004,13.944038,-2.8060122,-1.0540078,-13.362372,-14.633587,-5.7139387,-8.164869,-13.062542,-3.1500964,-13.086843
817,FluencyBank,178,20,8155040,8203040,0,0,1,0,0,0,0,2,2,1,0,0,FluencyBank_178_20,-369.2665,91.629074,8.42016,26.724854,1.5752493,-0.11284986,-14.531735,-10.057783,-4.706457,-9.293989,-14.876924,-4.786055,-12.017101
818,FluencyBank,178,21,8188160,8236160,0,0,2,0,0,0,0,0,1,0,0,0,FluencyBank_178_21,-346.80206,96.25615,1.673857,30.199305,-0.45308688,-2.917408,-17.860008,-17.881393,-7.675813,-10.28661,-18.661425,-4.804993,-11.009824
819,FluencyBank,178,22,8229600,8277600,0,0,0,0,0,0,0,1,3,0,0,0,FluencyBank_178_22,-367.56998,110.74202,3.595256,18.639267,-0.51743025,-2.6317832,-16.225904,-10.472166,-7.5114293,-4.247066,-12.910817,-4.4813733,-10.559864
820,FluencyBank,178,23,8250880,8298880,0,0,0,0,0,0,0,1,3,0,0,0,FluencyBank_178_23,-324.3327,100.8685,0.12492979,23.87679,1.501955,-6.7199993,-19.055191,-16.337194,-6.255967,-7.905467,-17.981993,-2.5373955,-10.071157
821,FluencyBank,178,24,8310560,8358560,0,0,0,0,0,0,0,1,3,0,0,0,FluencyBank_178_24,-339.4568,108.85452,-2.6877315,10.217496,-1.3822023,-1.3110503,-10.790695,-13.588484,-9.724131,-4.6126876,-11.991143,-3.7571013,-11.091468
822,FluencyBank,178,25,8361760,8409760,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_178_25,-357.0086,100.55266,8.914103,21.814468,-4.167358,-3.230275,-13.69048,-10.924617,-8.667807,-8.598746,-15.410062,-3.6394513,-11.970281
823,FluencyBank,178,26,8430240,8478240,0,0,0,0,0,0,0,3,3,0,0,0,FluencyBank_178_26,-361.35062,100.443794,13.165681,17.929976,7.768539,-0.8485074,-17.076412,-12.914694,-9.396272,-6.787232,-17.468483,-6.955384,-7.5351834
824,FluencyBank,178,27,8458880,8506880,0,0,0,0,0,1,0,3,2,0,0,0,FluencyBank_178_27,-386.4555,103.06249,7.2144594,15.371821,4.1567755,6.5717115,-12.30145,-8.266234,-6.254366,-3.7250025,-11.245118,-7.1602798,-10.370949
825,FluencyBank,178,28,8487680,8535680,0,0,2,0,0,0,0,3,1,0,0,0,FluencyBank_178_28,-385.34763,105.81493,4.592894,19.111462,-1.1080483,3.5360234,-11.17822,-8.094359,-4.7683086,-2.0819893,-10.682001,-7.5042887,-12.593241
826,FluencyBank,178,29,1032160,1080160,0,0,0,0,1,1,0,0,1,1,0,0,FluencyBank_178_29,-372.55838,98.24703,5.1714196,18.841444,0.45182094,-0.17992218,-14.176176,-8.000709,-3.1682954,-4.49484,-11.421138,-4.2405987,-10.682111
827,FluencyBank,178,30,993280,1041280,0,0,1,0,0,0,0,1,2,0,0,0,FluencyBank_178_30,-340.20627,102.577095,-2.7084699,25.680557,-2.720922,-6.2372975,-12.46524,-10.984995,-7.9065833,-8.2415495,-13.046781,-3.439733,-11.313599
828,FluencyBank,178,31,8514880,8562880,0,0,0,1,0,0,0,1,2,0,0,0,FluencyBank_178_31,-348.36945,96.472305,6.590663,27.455801,-0.3993242,-4.686393,-14.157398,-14.390254,-6.011661,-8.69571,-16.028593,-4.4852614,-12.005432
832,FluencyBank,178,35,8610080,8658080,0,0,0,0,1,0,0,0,2,0,0,0,FluencyBank_178_35,-369.1463,90.7533,6.302325,17.907583,0.5149379,2.2802513,-9.883171,-2.1794553,-8.870603,-4.232924,-12.272398,-5.35144,-10.840278
833,FluencyBank,178,36,1072320,1120320,0,0,0,0,0,0,0,3,3,1,0,0,FluencyBank_178_36,-385.81006,98.89395,10.020072,18.712452,-3.249589,2.1981297,-6.8796387,-4.923342,-8.370788,-7.7668796,-11.508412,-7.095552,-11.617447
834,FluencyBank,178,37,1096640,1144640,0,0,0,0,0,0,0,1,3,0,0,0,FluencyBank_178_37,-339.0793,107.08547,0.08014821,26.572208,-4.448246,-11.2852,-14.130407,-12.602443,-8.2594795,-11.245915,-16.111565,-4.948149,-11.2904625
835,FluencyBank,178,38,1153280,1201280,0,0,0,0,2,0,0,0,1,0,0,0,FluencyBank_178_38,-342.98492,108.62657,-4.8672132,23.5997,-2.9817452,-6.2033763,-8.842035,-9.350756,-10.830772,-8.27058,-15.826103,-6.0112844,-10.673666
836,FluencyBank,178,39,1204320,1252320,0,0,0,2,1,0,0,2,0,1,0,0,FluencyBank_178_39,-359.26688,107.81184,-3.0816255,24.79455,-0.56796014,-4.9805975,-6.9481955,-6.4813633,-13.260634,-5.3706694,-11.92641,-6.4776106,-9.947747
838,FluencyBank,178,41,1276320,1324320,0,0,3,0,0,0,0,0,0,0,0,0,FluencyBank_178_41,-338.24036,117.092255,-1.3338209,31.355333,-5.110087,-12.394152,-12.172353,-10.120141,-13.774673,-5.377937,-12.319215,-9.224679,-13.441183
839,FluencyBank,178,42,1394400,1442400,0,0,0,1,1,0,0,2,1,1,0,0,FluencyBank_178_42,-297.16895,117.987656,-23.296608,16.51018,2.0987446,-10.330861,-21.254898,-9.503709,-8.699062,-0.34318835,-7.371636,-2.7137535,-5.4061866
840,FluencyBank,178,43,1423200,1471200,0,0,1,0,0,1,0,2,1,0,0,0,FluencyBank_178_43,-308.2047,131.14696,-24.27919,8.880386,-9.123744,-6.472707,-14.326612,-2.148897,-7.396772,5.8857493,-4.6494665,-10.894536,-11.17576
841,FluencyBank,178,44,1446560,1494560,0,0,1,1,0,0,0,3,1,0,0,0,FluencyBank_178_44,-272.30392,121.06253,-24.055988,14.444575,-8.459212,-17.458448,-22.364258,-5.866267,-11.079155,5.596121,-4.8668303,-6.04851,-11.361002
842,FluencyBank,178,45,1502560,1550560,0,0,2,0,0,0,0,1,1,0,0,0,FluencyBank_178_45,-298.41812,63.316982,19.502644,22.429758,-6.581475,-1.2622277,-11.828768,-0.88194,-15.222928,-2.8735685,-11.104432,-7.3507886,-6.0995865
843,FluencyBank,178,46,1531840,1579840,0,0,2,0,1,0,0,2,1,0,0,0,FluencyBank_178_46,-287.5453,124.60471,-17.862514,1.2262911,-8.045443,-8.612327,-16.871344,-0.16106172,-10.695399,5.1946535,-3.5431058,-11.629991,-10.419648
844,FluencyBank,178,47,122720,170720,0,0,3,0,0,0,0,1,0,0,0,0,FluencyBank_178_47,-357.4764,124.5638,20.706194,25.56247,-8.556489,-5.3465843,-8.397279,-8.912765,-11.896183,-4.261459,-11.05091,-6.0473886,-12.92074
845,FluencyBank,178,48,148320,196320,0,0,2,0,3,0,0,1,0,0,0,0,FluencyBank_178_48,-295.64352,96.22423,3.4684365,22.333324,-7.993124,-8.112278,-10.122902,-8.188286,-13.899858,-3.210968,-8.28946,-5.2619715,-12.092525
846,FluencyBank,178,49,1640160,1688160,0,0,1,0,0,1,0,3,1,0,0,0,FluencyBank_178_49,-301.6507,131.11441,-24.562666,26.028809,-2.302238,-17.54008,-14.967703,-5.800832,-11.6526375,4.21696,-9.241301,-6.239319,-6.899773
847,FluencyBank,178,50,1665440,1713440,0,0,2,0,2,0,0,1,1,0,0,0,FluencyBank_178_50,-312.43457,123.548744,-13.08782,13.101208,-1.8947185,-10.050058,-20.82815,0.8341204,-8.594391,3.5709124,-4.9631734,-9.959891,-9.176811
848,FluencyBank,178,51,1787360,1835360,0,0,0,0,0,0,0,0,3,0,0,0,FluencyBank_178_51,-328.94965,104.17415,12.030923,18.141104,-4.1624556,-5.185814,-19.551075,-4.943717,-13.160882,-1.5028082,-8.053349,-3.2418683,-7.464343
849,FluencyBank,178,52,1827840,1875840,0,0,0,0,0,0,0,0,3,1,0,0,FluencyBank_178_52,-371.24158,98.29437,7.0710273,16.367994,-1.3278549,-0.5796118,-9.966552,-3.1177757,-5.4882083,-4.2931185,-9.578618,-4.285437,-11.609798
850,FluencyBank,178,53,1856480,1904480,0,0,1,0,0,1,0,3,1,0,0,0,FluencyBank_178_53,-387.82297,104.19965,14.15135,11.759137,-0.7491986,3.3772326,-5.7558947,-6.4708776,-8.883621,-3.5459497,-8.81881,-3.6695323,-12.513098
851,FluencyBank,178,54,1888480,1936480,0,0,1,2,1,0,0,0,0,0,0,0,FluencyBank_178_54,-364.90387,106.64055,3.0819557,18.812944,0.5818788,-3.0315883,-13.137375,-11.350174,-4.231028,-4.9833355,-12.512337,-4.9703836,-10.273438
852,FluencyBank,178,55,1909280,1957280,0,0,2,1,2,0,0,3,0,0,0,0,FluencyBank_178_55,-334.7893,116.46277,-8.060163,16.039137,-6.9809585,-4.441791,-13.719478,-16.068338,-6.9323497,-4.3979855,-13.085704,-2.8582313,-11.657306
853,FluencyBank,178,56,1951680,1999680,0,0,0,0,0,0,0,2,3,0,0,0,FluencyBank_178_56,-330.56512,103.904755,-2.0407143,18.348269,0.9892069,-3.608339,-18.748196,-15.216193,-4.29485,-8.193191,-14.079008,-4.5572343,-6.7412176
855,FluencyBank,178,58,2085280,2133280,0,0,0,0,0,0,0,2,3,0,0,0,FluencyBank_178_58,-356.11652,97.86854,3.1661968,22.67735,1.3320897,3.1689441,-10.44405,-10.503887,-5.5300617,-8.031391,-12.379129,-4.5013695,-12.847896
